reaction_id	reaction_smiles	reactants	products	reactant_formulas	product_formulas	reactant_smiles	product_smiles	condition_id	temperature	time	pH	pressure	agents	source_doi	source_title	source_authors	source_year	modules	module_names	chemorigins_url
pbr-000240	C(C(=O)O)N.C=O>>C(=O)C(=O)[O-]	Formaldehyde + Glycine	Glyoxylate	CH2O + C2H5NO2	C2H2O3	C=O + C(C(=O)O)N	C(=O)C(=O)O	pbc-000263	50.0	24.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016			https://chemorigins.bact.wisc.edu/reactions/pbr-000240
pbr-000241	C(C(=O)O)N.C=O>>C(C(=O)[O-])NCO	Formaldehyde + Glycine	n-(hydroxymethyl)glycine	CH2O + C2H5NO2	C3H7NO3	C=O + C(C(=O)O)N	C(C(=O)O)NCO	pbc-000265	50.0	24.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016			https://chemorigins.bact.wisc.edu/reactions/pbr-000241
pbr-000242	C(C(=O)[O-])NCO>>C=NCC(=O)[O-].O	n-(hydroxymethyl)glycine	H2O + n-methylene glycine	C3H7NO3	H2O + C3H5NO2	C(C(=O)O)NCO	O + C=NCC(=O)O	pbc-000266	50.0	24.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016			https://chemorigins.bact.wisc.edu/reactions/pbr-000242
pbr-000243	C=NCC(=O)[O-]>>CN=C.C(=O)(O)[O-]	n-methylene glycine	carbonic acid + n-methyl methanimine	C3H5NO2	CH2O3 + C2H5N	C=NCC(=O)O	C(=O)(O)O + CN=C	pbc-000267	50.0	24.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016			https://chemorigins.bact.wisc.edu/reactions/pbr-000243
pbr-000244	CN=C.O>>C=O.[C-]#N	H2O + n-methyl methanimine	hydrogen cyanide + Formaldehyde	H2O + C2H5N	CHN + CH2O	O + CN=C	C#N + C=O	pbc-000268	50.0	24.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016			https://chemorigins.bact.wisc.edu/reactions/pbr-000244
pbr-000245	C=NCC(=O)[O-]>>CNCC(=O)O	n-methylene glycine	sarcosine	C3H5NO2	C3H7NO2	C=NCC(=O)O	CNCC(=O)O	pbc-000269	50.0	24.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016			https://chemorigins.bact.wisc.edu/reactions/pbr-000245
pbr-000246	C=NCC(=O)[O-].C=O.O>>C(C(C(=O)O)N)O	H2O + Formaldehyde + n-methylene glycine	L-Serine	H2O + CH2O + C3H5NO2	C3H7NO3	O + C=O + C=NCC(=O)O	C(C(C(=O)O)N)O	pbc-000270	50.0	24.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016	pbmdl-000002	Serine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000246
pbr-000247	C(=O)C(=O)[O-].CN>>CNC(C(=O)[O-])O	methylamine + Glyoxylate	hydroxy(methylamino)acetic acid	CH5N + C2H2O3	C3H7NO3	CN + C(=O)C(=O)O	CNC(C(=O)O)O	pbc-000271	50.0	24.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016			https://chemorigins.bact.wisc.edu/reactions/pbr-000247
pbr-000248	CNC(C(=O)[O-])O>>CN=CC(=O)[O-]	hydroxy(methylamino)acetic acid	(methylimino)acetic acid	C3H7NO3	C3H5NO2	CNC(C(=O)O)O	CN=CC(=O)O	pbc-000272	50.0	24.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016			https://chemorigins.bact.wisc.edu/reactions/pbr-000248
pbr-000249	CN=CC(=O)[O-]>>C=NCC(=O)[O-]	(methylimino)acetic acid	n-methylene glycine	C3H5NO2	C3H5NO2	CN=CC(=O)O	C=NCC(=O)O	pbc-000273	50.0	24.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016			https://chemorigins.bact.wisc.edu/reactions/pbr-000249
pbr-000250	CC(C(=O)[O-])O>>CC(=O)C(=O)[O-]	lactic acid	Pyruvate	C3H6O3	C3H4O3	CC(C(=O)O)O	CC(=O)C(=O)O	pbc-000274						10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021	pbmdl-000001	Alanine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000250
pbr-000251	C(C(=O)O)O>>C(=O)C(=O)[O-]	glycolic acid	Glyoxylate	C2H4O3	C2H2O3	C(C(=O)O)O	C(=O)C(=O)O	pbc-000275						10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000251
pbr-000252	C(C(=O)C(=O)[O-])C(=O)[O-]>>C(C(=O)[O-])C(=O)[O-]	Oxaloacetate	malonic acid	C4H4O5	C3H4O4	C(C(=O)C(=O)O)C(=O)O	C(C(=O)O)C(=O)O	pbc-000285		1.0				10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000252
pbr-000252	C(C(=O)C(=O)[O-])C(=O)[O-]>>C(C(=O)[O-])C(=O)[O-]	Oxaloacetate	malonic acid	C4H4O5	C3H4O4	C(C(=O)C(=O)O)C(=O)O	C(C(=O)O)C(=O)O	pbc-000278						10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000252
pbr-000253	C(CC(=O)O)C(C(=O)O)O>>C(CC(=O)O)C(=O)C(=O)O	2-hydroxyglutaric acid	2-Oxoglutarate	C5H8O5	C5H6O5	C(CC(=O)O)C(C(=O)O)O	C(CC(=O)O)C(=O)C(=O)O	pbc-000279						10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021	pbmdl-000004	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000253
pbr-000254	C(CC(=O)O)C(=O)C(=O)O>>C(CC(=O)[O-])C(=O)[O-]	2-Oxoglutarate	Succinate	C5H6O5	C4H6O4	C(CC(=O)O)C(=O)C(=O)O	C(CC(=O)O)C(=O)O	pbc-000280						10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000254
pbr-000255	C(CC(=O)O)C(=O)C(=O)O>>C(CC(=O)O)C=O	2-Oxoglutarate	succinic semialdehyde	C5H6O5	C4H6O3	C(CC(=O)O)C(=O)C(=O)O	C(CC(=O)O)C=O	pbc-000281		4.0				10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000255
pbr-000256	C(CC(=O)O)C(=O)C(=O)O>>CCC(=O)[O-]	2-Oxoglutarate	propionic acid	C5H6O5	C3H6O2	C(CC(=O)O)C(=O)C(=O)O	CCC(=O)O	pbc-000282		4.0				10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000256
pbr-000257	C(CC(=O)O)C(C(=O)O)O>>C(CC(=O)O)C=O	2-hydroxyglutaric acid	succinic semialdehyde	C5H8O5	C4H6O3	C(CC(=O)O)C(C(=O)O)O	C(CC(=O)O)C=O	pbc-000283		10.0				10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000257
pbr-000258	C(C(=O)C(=O)[O-])C(=O)[O-]>>C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O	Oxaloacetate	Citrate	C4H4O5	C6H8O7	C(C(=O)C(=O)O)C(=O)O	C(C(=O)O)C(CC(=O)O)(C(=O)O)O	pbc-000284		1.0				10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000258
pbr-000259	C(C(=O)C(=O)[O-])C(=O)[O-]>>CC(=O)C(=O)[O-]	Oxaloacetate	Pyruvate	C4H4O5	C3H4O3	C(C(=O)C(=O)O)C(=O)O	CC(=O)C(=O)O	pbc-000286		1.0				10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021	pbmdl-000001	Alanine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000259
pbr-000260	C(C(=O)C(=O)[O-])C(=O)[O-]>>CC(=O)[O-]	Oxaloacetate	Acetate	C4H4O5	C2H4O2	C(C(=O)C(=O)O)C(=O)O	CC(=O)O	pbc-000287		1.0				10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000260
pbr-000261	CC(C(=O)[O-])O.[C-]#N>>C(C#N)O	hydrogen cyanide + lactic acid	glycolonitrile	CHN + C3H6O3	C2H3NO	C#N + CC(C(=O)O)O	C(C#N)O	pbc-000288						10.1126/sciadv.abh3981	A cyanosulfidic origin of the Krebs cycle	Ritson D	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000261
pbr-000262	C(C#N)O.S>>CC(=S)N	hydrogen sulfide + glycolonitrile	thioacetamide	H2S + C2H3NO	C2H5NS	S + C(C#N)O	CC(=S)N	pbc-000291						10.1038/s41467-018-04147-2	Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry	Ritson D,Battilocchio C,Ley S,Sutherland J	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000262
pbr-000264	C(C=O)O.N>>C1=COC(=N1)N	Ammonia + Glycolaldehyde	1,3-oxazol-2-amine	H3N + C2H4O2	C3H4N2O	N + C(C=O)O	C1=COC(=N1)N	pbc-000293	100.0					10.1038/s41467-018-04147-2	Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry	Ritson D,Battilocchio C,Ley S,Sutherland J	2018	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000264
pbr-000265	C(C=O)O.C=O.N.O>>C(C(=O)CO)O	H2O + Ammonia + Formaldehyde + Glycolaldehyde	dihydroxyacetone	H2O + H3N + CH2O + C2H4O2	C3H6O3	O + N + C=O + C(C=O)O	C(C(=O)CO)O	pbc-000295						10.1038/s41467-018-04147-2	Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry	Ritson D,Battilocchio C,Ley S,Sutherland J	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000265
pbr-000266	C(O)OS(=O)O.N>>C1=COC(=N1)N	Ammonia + hydroxymethyl hydrogen sulfite	1,3-oxazol-2-amine	H3N + CH4O4S	C3H4N2O	N + C(O)OS(=O)O	C1=COC(=N1)N	pbc-000296	100.0					10.1038/s41467-018-04147-2	Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry	Ritson D,Battilocchio C,Ley S,Sutherland J	2018	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000266
pbr-000267	C(O)OS(=O)O.C(#N)N>>C1=COC(=N1)N	cyanamide + hydroxymethyl hydrogen sulfite	1,3-oxazol-2-amine	CH2N2 + CH4O4S	C3H4N2O	C(#N)N + C(O)OS(=O)O	C1=COC(=N1)N	pbc-000297					Ca(OH)2	10.1038/s41467-018-04147-2	Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry	Ritson D,Battilocchio C,Ley S,Sutherland J	2018	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000267
pbr-000268	C(O)OS(=O)O.C=O.N.O>>C(C(=O)CO)O	H2O + Ammonia + Formaldehyde + hydroxymethyl hydrogen sulfite	dihydroxyacetone	H2O + H3N + CH2O + CH4O4S	C3H6O3	O + N + C=O + C(O)OS(=O)O	C(C(=O)CO)O	pbc-000298						10.1038/s41467-018-04147-2	Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry	Ritson D,Battilocchio C,Ley S,Sutherland J	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000268
pbr-000269	C(C=O)O.OS(=O)[O-].C(#N)N>>C1=COC(=N1)N	cyanamide + Sulfite + Glycolaldehyde	1,3-oxazol-2-amine	CH2N2 + H2O3S + C2H4O2	C3H4N2O	C(#N)N + OS(=O)O + C(C=O)O	C1=COC(=N1)N	pbc-000299						10.1038/s41467-018-04147-2	Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry	Ritson D,Battilocchio C,Ley S,Sutherland J	2018	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000269
pbr-000270	C(C(=O)C(=O)[O-])C(=O)[O-].OO>>C(C(=O)[O-])C(=O)[O-].C(=O)=O.O	hydrogen peroxide + Oxaloacetate	H2O + CO2 + malonic acid	H2O2 + C4H4O5	H2O + CO2 + C3H4O4	OO + C(C(=O)C(=O)O)C(=O)O	O + C(=O)=O + C(C(=O)O)C(=O)O	pbc-000300	50.0	48.0				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000270
pbr-000271	C(C(=O)[O-])C(=O)[O-].C(=O)C(=O)[O-]>>CC(C)C(C(C(=O)O)O)C(=O)O	Glyoxylate + malonic acid	(2R,3S)-3-Isopropylmalate	C2H2O3 + C3H4O4	C7H12O5	C(=O)C(=O)O + C(C(=O)O)C(=O)O	CC(C)C(C(C(=O)O)O)C(=O)O	pbc-000301	50.0	24.0				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000271
pbr-000272	CC(C)C(C(C(=O)O)O)C(=O)O.OO>>C(C(C(=O)[O-])C(=O)[O-])(=O)C(=O)[O-].O	hydrogen peroxide + (2R,3S)-3-Isopropylmalate	H2O + 2-oxoethane-1,1,2-tricarboxylic acid	H2O2 + C7H12O5	H2O + C5H4O7	OO + CC(C)C(C(C(=O)O)O)C(=O)O	O + C(C(=O)C(=O)O)(C(=O)O)C(=O)O	pbc-000302	50.0	48.0				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000272
pbr-000273	C(C(C(=O)[O-])C(=O)[O-])(=O)C(=O)[O-]>>C(C(=O)C(=O)O)C(=O)O.C(=O)=O	2-oxoethane-1,1,2-tricarboxylic acid	CO2 + Oxaloacetate	C5H4O7	CO2 + C4H4O5	C(C(=O)C(=O)O)(C(=O)O)C(=O)O	C(=O)=O + C(C(=O)C(=O)O)C(=O)O	pbc-000303	50.0	48.0				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000273
pbr-000274	C(C(=O)C(=O)[O-])C(=O)[O-].C(=O)C(=O)[O-]>>C(C(C(=O)O)O)(C(=O)C(=O)O)C(=O)O	Glyoxylate + Oxaloacetate	3-oxalomalic acid	C2H2O3 + C4H4O5	C6H6O8	C(=O)C(=O)O + C(C(=O)C(=O)O)C(=O)O	C(C(C(=O)O)O)(C(=O)C(=O)O)C(=O)O	pbc-000306	23.0	3.0				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000274
pbr-000274	C(C(=O)C(=O)[O-])C(=O)[O-].C(=O)C(=O)[O-]>>C(C(C(=O)O)O)(C(=O)C(=O)O)C(=O)O	Glyoxylate + Oxaloacetate	3-oxalomalic acid	C2H2O3 + C4H4O5	C6H6O8	C(=O)C(=O)O + C(C(=O)C(=O)O)C(=O)O	C(C(C(=O)O)O)(C(=O)C(=O)O)C(=O)O	pbc-000304	23.0	3.0				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000274
pbr-000275	C(C(C(=O)O)O)(C(=O)C(=O)O)C(=O)O>>C(C(C(=O)[O-])O)C(=O)C(=O)[O-].C(=O)=O	3-oxalomalic acid	CO2 + 4-hydroxy-2-oxoglutaric acid	C6H6O8	CO2 + C5H6O6	C(C(C(=O)O)O)(C(=O)C(=O)O)C(=O)O	C(=O)=O + C(C(C(=O)O)O)C(=O)C(=O)O	pbc-000307	23.0	3.0				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018	pbmdl-000004	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000275
pbr-000275	C(C(C(=O)O)O)(C(=O)C(=O)O)C(=O)O>>C(C(C(=O)[O-])O)C(=O)C(=O)[O-].C(=O)=O	3-oxalomalic acid	CO2 + 4-hydroxy-2-oxoglutaric acid	C6H6O8	CO2 + C5H6O6	C(C(C(=O)O)O)(C(=O)C(=O)O)C(=O)O	C(=O)=O + C(C(C(=O)O)O)C(=O)C(=O)O	pbc-000305	23.0	3.0				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018	pbmdl-000004	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000275
pbr-000276	C(C(C(=O)[O-])O)C(=O)C(=O)[O-].OO>>O.C(=O)=O.C(C(C(=O)O)O)C(=O)O	hydrogen peroxide + 4-hydroxy-2-oxoglutaric acid	(S)-Malate + CO2 + H2O	H2O2 + C5H6O6	C4H6O5 + CO2 + H2O	OO + C(C(C(=O)O)O)C(=O)C(=O)O	C(C(C(=O)O)O)C(=O)O + C(=O)=O + O	pbc-000308	23.0	0.5				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000276
pbr-000277	C(C(C(=O)O)O)C(=O)O.OO>>O.C(C(=O)C(=O)O)C(=O)O	hydrogen peroxide + (S)-Malate	Oxaloacetate + H2O	H2O2 + C4H6O5	C4H4O5 + H2O	OO + C(C(C(=O)O)O)C(=O)O	C(C(=O)C(=O)O)C(=O)O + O	pbc-000309	50.0	0.5				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000277
pbr-000278	CC(C)C(C(C(=O)O)O)C(=O)O>>C(=C(C(=O)[O-])C(=O)[O-])C(=O)[O-].O	(2R,3S)-3-Isopropylmalate	H2O + ethylenetricarboxylic acid	C7H12O5	H2O + C5H4O6	CC(C)C(C(C(=O)O)O)C(=O)O	O + C(=C(C(=O)O)C(=O)O)C(=O)O	pbc-000311						10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000278
pbr-000279	C(C(=O)[O-])C(=O)[O-].C(C(=O)[O-])(N)O>>C(C(C(=O)[O-])C(=O)[O-])(C(=O)[O-])N	aminohydroxyacetic acid + malonic acid	beta-carboxyaspartic acid	C2H5NO3 + C3H4O4	C5H7NO6	C(C(=O)O)(N)O + C(C(=O)O)C(=O)O	C(C(C(=O)O)N)(C(=O)O)C(=O)O	pbc-000312						10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000279
pbr-000280	C(C(C(=O)[O-])C(=O)[O-])(C(=O)[O-])N>>C(C(C(=O)O)N)C(=O)O.C(=O)=O	beta-carboxyaspartic acid	CO2 + L-Aspartate	C5H7NO6	CO2 + C4H7NO4	C(C(C(=O)O)N)(C(=O)O)C(=O)O	C(=O)=O + C(C(C(=O)O)N)C(=O)O	pbc-000313	60.0	5.0				10.1038/s41467-017-02591-0	Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle	Springsteen G,Yerabolu J,Nelson J,Rhea C,Krishnamurthy R	2018			https://chemorigins.bact.wisc.edu/reactions/pbr-000280
pbr-000281	CC(=O)C(=O)[O-].NO.O>>C[C@H](N)C(=O)O	H2O + hydroxylamine + Pyruvate	L-Alanine	H2O + H3NO + C3H4O3	C3H7NO2	O + NO + CC(=O)C(=O)O	CC(C(=O)O)N	pbc-000024	70.0				Elemental Iron; Ferrous iron	10.1038/s41586-019-1151-1	Synthesis and breakdown of universal metabolic precursors promoted by iron	Muchowska K,Varma S,Moran J	2019	pbmdl-000001	Alanine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000281
pbr-000282	N[C@@H](CCC(=O)O)C(=O)O>>C(CC(=O)O)CN.O=C=O	L-Glutamate	CO2 + gamma-aminobutyric acid	C5H9NO4	CO2 + C4H9NO2	C(CC(=O)O)C(C(=O)O)N	C(=O)=O + C(CC(=O)O)CN	pbc-000153						10.1016/0016-7037(64)90147-4	Biogeochemistry of organic matter—II Thermal reaction kinetics and transformation products of amino compounds	Vallentyne J	1964			https://chemorigins.bact.wisc.edu/reactions/pbr-000282
pbr-000283	C[C@H](N)C(=O)O>>CCN.O=C=O	L-Alanine	CO2 + ethylamine	C3H7NO2	CO2 + C2H7N	CC(C(=O)O)N	C(=O)=O + CCN	pbc-000207						10.1002/kin.10045	Spectroscopy of hydrothermal reactions, 19: pH and salt dependence of decarboxylation of α‐alanine at 280–330°C in an FT‐IR spectroscopy flow reactor	Li J,Wang X,Klein M,Brill T	2002			https://chemorigins.bact.wisc.edu/reactions/pbr-000283
pbr-000283	C[C@H](N)C(=O)O>>CCN.O=C=O	L-Alanine	CO2 + ethylamine	C3H7NO2	CO2 + C2H7N	CC(C(=O)O)N	C(=O)=O + CCN	pbc-000155						10.1016/0016-7037(64)90147-4	Biogeochemistry of organic matter—II Thermal reaction kinetics and transformation products of amino compounds	Vallentyne J	1964			https://chemorigins.bact.wisc.edu/reactions/pbr-000283
pbr-000284	C[C@@H](O)[C@H](N)C(=O)O>>NCC(=O)O	L-Threonine	Glycine	C4H9NO3	C2H5NO2	CC(C(C(=O)O)N)O	C(C(=O)O)N	pbc-000156						10.1016/0016-7037(64)90147-4	Biogeochemistry of organic matter—II Thermal reaction kinetics and transformation products of amino compounds	Vallentyne J	1964	pbmdl-000003	Glycine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000284
pbr-000285	N[C@@H](CCC(=O)O)C(=O)O>>COC(=O)CCN=C=O	L-Glutamate	methyl 3-isocyanatopropanoate	C5H9NO4	C5H7NO3	C(CC(=O)O)C(C(=O)O)N	COC(=O)CCN=C=O	pbc-000157						10.1016/0016-7037(64)90089-4	Thermal reaction kinetics of the glutamic acid-pyroglutamic acid system in water	Povoledo D,Vallentyne J	1964			https://chemorigins.bact.wisc.edu/reactions/pbr-000285
pbr-000286	NC(=O)C[C@H](N)C(=O)O.O>>NCC(=O)O.NCC(=O)O	H2O + L-Asparagine	Glycine	H2O + C4H8N2O3	C2H5NO2	O + C(C(C(=O)O)N)C(=O)N	C(C(=O)O)N	pbc-000160						10.1016/0016-7037(93)90540-D	Kinetics of peptide hydrolysis and amino acid decomposition at high temperature	Qian Y,Engel M,Macko S,Carpenter S,Deming J	1993	pbmdl-000003	Glycine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000286
pbr-000287	N[C@@H](CC(=O)O)C(=O)O>>O=C(O)C=CC(=O)O.N	L-Aspartate	Ammonia + Fumarate	C4H7NO4	H3N + C4H4O4	C(C(C(=O)O)N)C(=O)O	N + C(=CC(=O)O)C(=O)O	pbc-000161						10.1007/BF01581577	The stability of amino acids at submarine hydrothermal vent temperatures	Bada J,Miller S,Zhao M	1995			https://chemorigins.bact.wisc.edu/reactions/pbr-000287
pbr-000288	N[C@H](CO)C(=O)O>>NCC(=O)O.C=O	L-Serine	Formaldehyde + Glycine	C3H7NO3	CH2O + C2H5NO2	C(C(C(=O)O)N)O	C=O + C(C(=O)O)N	pbc-000162						10.1016/0012-821X(78)90042-0	Decomposition of hydroxy amino acids in foraminiferal tests; kinetics, mechanism and geochronological implications	Bada J,Shou M,Man E,Schroeder R	1978	pbmdl-000003	Glycine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000288
pbr-000289	N[C@H](CO)C(=O)O>>NCCO.O=C=O	L-Serine	CO2 + ethanolamine	C3H7NO3	CO2 + C2H7NO	C(C(C(=O)O)N)O	C(=O)=O + C(CO)N	pbc-000163						10.1016/0012-821X(78)90042-0	Decomposition of hydroxy amino acids in foraminiferal tests; kinetics, mechanism and geochronological implications	Bada J,Shou M,Man E,Schroeder R	1978			https://chemorigins.bact.wisc.edu/reactions/pbr-000289
